titre,réalisateur,producteur,postal,debut,fin,latitude,longitude,rive
STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,75013,2020-12-22,2020-12-22,48.82568626580054,2.347229503886942,gauche
LES PASSAGERS DE LA NUIT,Mikhaël HERS,NORD OUEST FILMS / LES PASSAGERS DE LA NUIT,75016,2021-03-24,2021-03-25,48.85253459096246,2.281231301495851,droite
Un An une Nuit,Isaki Lakuesta,Noodles production,75011,2021-03-23,2021-03-24,48.86363100289879,2.370658407965312,droite
Un An une Nuit,Isaki Lacuesta,Noodles Production,75005,2021-03-25,2021-03-26,48.83724415245692,2.349265498949557,gauche
Trois Nuits Par Semaine,Florent GOUËLOU,Yukunkun Productions,75010,2021-03-30,2021-03-31,48.86822851709552,2.363832855410545,droite
Au Bord Du Monde,Gaspar Noé,Rectangle Productions,75020,2021-04-05,2021-04-05,48.86418769189826,2.396241309288757,droite
LOLA PATER,NADIR MOKNECHE,BLUE MONDAY PRODUCTIONS,75009,2016-04-19,2016-04-19,48.87392300028005,2.338082000328502,droite
LA SAGE FEMME,MARTIN PROVOST,CURIOSA FILMS,75008,2016-04-11,2016-04-11,48.87334299962842,2.303193999639944,droite
COEXISTER,FABRICE EBOUE,EUROPA CORP,75020,2016-11-10,2016-11-10,48.867422999793874,2.407932000485301,droite
OVERDRIVE,ANTONIO NEGRET,OVERDRIVE PRODUCTIONS,75001,2016-03-01,2016-03-01,48.869302999820455,2.32783700009425,droite
AMANT DOUBLE,FRANCOIS OZON,MANDARIN FILMS,75019,2016-12-06,2016-12-06,48.88286100013084,2.381239000314626,droite
GC5,GUILLAUME CANET,LES PRODUCTIONS DU TRESOR,75016,2016-02-22,2016-02-23,48.8581269996943,2.28617200015597,droite
Trois Nuits Par Semaine,Florent GOUËLOU,Yukunkun Productions,75010,2021-04-01,2021-04-02,48.8726605518195,2.363390210475726,droite
Un An une Nuit,Isaki Lakuesta,Noodles production,75013,2021-03-30,2021-04-01,48.824580634062265,2.363825966275705,gauche
Les enfants des autres,Rebecca Zlotowski,Les Films Velvet,75013,2021-04-13,2021-04-13,48.83687976976801,2.349106067634941,gauche
NOTRE DAME BRULE,Jean-Jacques ANNAUD,PATHE PRODEXE,75006,2021-04-21,2021-04-21,48.85311717586279,2.343267142900688,gauche
AMANT DOUBLE,FRANCOIS OZON,MANDARIN FILMS,75016,2016-11-21,2016-11-21,48.86271199996861,2.2939549997695963,droite
GC5,GUILLAUME CANET,LES PRODUCTIONS DU TRESOR,75008,2016-02-24,2016-02-24,48.87928000043068,2.304575999608062,droite
ALIBI.COM,PHILIPPE LACHEAU,FECHNER FILMS,75004,2016-05-09,2016-05-10,48.85429899991313,2.366394000038168,droite
MES TRESORS,PASCAL BOURDIAUX,RADAR FILMS,75008,2016-02-15,2016-02-15,48.865880999586885,2.303790000520456,droite
FREED,JAMES FOLEY,PENINSULA FILM,75002,2016-07-18,2016-07-19,48.86862299998804,2.348233000017098,droite
SIMONE - LE VOYAGE DU SIÈCLE,OLIVIER DAHAN,MARVELOUS PRODUCTIONS,75007,2020-01-04,2020-01-04,48.85307635605889,2.310903386785321,gauche
en attendant Bojangles,Régis Roinsard,Curiosa films,75016,2020-02-10,2020-02-10,48.84860354646547,2.268327368985233,droite
PETITE LEÇON D'AMOUR,EVE DEBOISE,BLUE MONDAY PRODUCTIONS,75009,2020-02-04,2020-02-04,48.87831116815731,2.342718966211627,droite
le gout et les couleurs,Michel LECLERC,MANDARIN ET COMPAGNIE,75020,2021-05-04,2021-05-04,48.85978935566076,2.390837312653538,droite
Chronique d'une Liaison Passagère,Emmanuel MOURET,MOBY DICK FILMS,75007,2021-05-04,2021-05-04,48.85724990096387,2.30260905807749,gauche
PLEURER DES RIVIERES,Léopold LEGRAND,EPITHETE@CO,75019,2021-05-05,2021-05-07,48.89902668802221,2.383387814011599,droite
BURN OUT,YANN GOZLAN,2425 ING PRODUCTION,93200,2016-10-05,2016-10-05,48.92892300024749,2.351453000436454,couronne
DALIDA,LISA AZUELOS,BETHSABEE MUCHO,75016,2016-03-21,2016-03-21,48.84706900015045,2.272921000011528,droite
BEFIKRE,ADITYA CHOPRA,FIRSTEP,75007,2016-04-27,2016-04-27,48.85418499989621,2.30838800063333,gauche
NUMERO UNE,TONIE MARSHALL,TABO TABO FILMS,75004,2016-10-18,2016-10-18,48.853280000249335,2.350415000261191,droite
LA MELODIE,RACHID HAMI,MIZAR FILMS,75012,2016-06-23,2016-06-23,48.84671200023056,2.373716999585707,droite
THE ESCAPE,DOMINIC SAVAGE,HANNA FILMS,75010,2016-10-19,2016-10-19,48.87866500006952,2.352374999582815,droite
LA MELODIE,RACHID HAMI,MIZAR FILMS,75019,2016-06-17,2016-06-17,48.87712200006288,2.397805000517213,droite
JOUR J,REEM KHERICI,MANDARIN FILMS,75013,2016-08-18,2016-08-18,48.82513499982449,2.346577000632971,gauche
PETITE LEÇON D'AMOUR,EVE DEBOISE,BLUE MONDAY PRODUCTIONS,75009,2020-02-07,2020-02-07,48.88118206305232,2.343410309007071,droite
Envole Moi,Christophe Barratier,Chapter 2,75018,2020-02-26,2020-02-26,48.883937462423695,2.332200929369216,droite
13/11,Cédric Jimenez,RECIFILMS,75004,2021-06-05,2021-06-05,48.85494169290607,2.348059137396667,droite
Un Beau matin,Mia Hansen Love,LES FILMS PELLEAS,75005,2021-06-03,2021-06-05,48.84033581654237,2.356397903468672,gauche
La Goutte d'Or,Clément Cogitore,Kazak Productions,75018,2021-06-24,2021-06-25,48.88395826739,2.349808682816813,droite
Sul più bello,,BEHIND BLUE EYES,75006,2021-06-21,2021-06-21,48.854384863305874,2.335720884953372,gauche
JUST DIVORCED,MAXIME GOVARE,LES IMPRODUCTIBLES,75019,2016-09-27,2016-09-27,48.8791859998608,2.387536999394646,droite
BEFIKRE,ADITYA CHOPRA,FIRSTEP,75007,2016-05-24,2016-05-25,48.86172300020114,2.298691000131826,gauche
STARS 80 LA SUITE,THOMAS LANGMANN,LA PETITE REINE,75008,2016-09-08,2016-09-08,48.88061600019809,2.326069999750513,droite
LA PAGE BLANCHE,Murielle MAGELLAN,PARTNERS IN CRIME,75005,2021-06-23,2021-06-23,48.84353289770392,2.347644212515675,gauche
LA PAGE BLANCHE,Murielle MAGELLAN,PARTNERS IN CRIME,75018,2021-06-29,2021-06-30,48.88983646810343,2.364276803654482,droite
LE RIRE DE MA MERE,COLOMBE SAVIGNAC,LOMA NASHA PRODUCTION,75002,2016-08-05,2016-08-05,48.86974499999513,2.349588999941727,droite
ADIEU MONSIEUR HAFFMANN,FRED CAVAYÉ,VENDOME FILMS,75018,2020-05-21,2020-05-29,48.88585595781013,2.338721141807266,droite
UNE COMÉDIE ROMANTIQUE,Thibault Segouin,LATIKA,75018,2021-07-07,2021-07-07,48.88466529493455,2.339761521697444,droite
Dream Donuts,Fabienne Redt,WABI SABI PRODUCTIONS,75011,2021-07-11,2021-07-12,48.85835180310109,2.38171644007513,droite
MARIAGE BLANC,TAREK BOUDALI,AXEL FILMS,75016,2016-08-29,2016-08-30,48.87524399972337,2.289294999579753,droite
STARS 80 LA SUITE,THOMAS LANGMANN,LA PETITE REINE,75018,2016-09-02,2016-09-02,48.89021299967231,2.340423999844478,droite
IRIS/EX CHAOS,JALIL LESPERT,WY PRODUCTIONS,75001,2016-02-15,2016-02-15,48.85682199991361,2.34230300001323,droite
GANGSTERDAM,ROMAIN LEVY,LES PRODUCTIONS DU TRESOR,75005,2016-08-22,2016-08-22,48.84571600030129,2.345984000333744,gauche
BEFIKRE,ADITYA CHOPRA,FIRSTEP,75018,2016-02-25,2016-02-25,48.88821100040639,2.338886000242544,droite
DJANGO MELODIES,ETIENNE COMAR,CURIOSA FILMS,75017,2016-03-01,2016-03-01,48.885994999608485,2.325692999764119,droite
LE REDOUTABLE,MICHEL HAZANAVICIUS,LES COMPAGNONS DU CINEMA,75001,2016-07-27,2016-07-27,48.865458000004594,2.333196000516692,droite
SIMONE BENLOULOU,MYRIAM AZIZA,INCOGNITA,75018,2016-10-07,2016-10-07,48.89021299967231,2.340423999844478,droite
MON POUSSIN,FREDERIC FORESTIER,LES FILMS DU 24,75001,2016-03-08,2016-03-08,48.8594270001501,2.343758999704419,droite
PETITE LEÇON D'AMOUR,EVE DEBOISE,BLUE MONDAY PRODUCTIONS,75012,2020-07-18,2020-07-18,48.81860464728752,2.450400762622631,droite
TOUT S'EST BIEN PASSE,Francois OZON,MANDARIN PRODUCTION,75001,2020-07-15,2020-07-15,48.86595588438004,2.334096768414246,droite
Un Monde Réel (ex - Une fille en or),Antoinette Boulat,MACASSAR PRODUCTIONS,75008,2020-07-27,2020-07-27,48.86466904240119,2.313664971383394,droite
"Cléo, Melvil et moi",Arnaud Viard,Vito Films,75006,2020-09-23,2020-09-23,48.84715165069019,2.332319157030145,gauche
Maoussi,Charlotte Schiøler,C.S. Productions,75012,2019-06-04,2019-06-04,48.84595315345123,2.379891471024454,droite
En attendant qui ? Mai,Marc RECUENCO,SerialBstudio,75005,2019-06-17,2019-06-17,48.84997992490091,2.343222884836868,gauche
DIANE A LES EPAULES,FABIEN GORGEART,PETIT FILM,75020,2016-09-06,2016-09-06,48.871365999656334,2.396809000437444,droite
IRIS/EX CHAOS,JALIL LESPERT,WY PRODUCTIONS,75008,2016-02-03,2016-02-05,48.87937300031263,2.305186000120824,droite
AMANT DOUBLE,FRANCOIS OZON,MANDARIN FILMS,75001,2016-11-16,2016-11-16,48.86317600005701,2.34872500066784,droite
LOVE ADDICT,Frank BELLOCQ,MY FAMILY,75009,2017-05-19,2017-05-19,48.873693578665545,2.335995319581433,droite
GEMINI,Christopher Mac-Quarrie,FIRSTEP,75004,2017-04-29,2017-04-29,48.8521609148429,2.353696734956878,droite
All Inclusive,Eloise Lang,Estrella Production,75011,2017-05-30,2017-05-30,48.86853749691407,2.372904765481682,droite
MEME PAS FROID,Élise OTZENBERGER,RECTANGLE PRODUCTION,75016,2017-11-29,2017-11-29,48.853143470267774,2.266065337437388,droite
La Ch'tite famille,,Pathé Films Service,75004,2017-06-26,2017-06-27,48.85402798833567,2.364900814355325,droite
AMANDA,Mikhael Hers,Nord-Ouest films,75011,2017-08-10,2017-08-10,48.85889450606615,2.379097275755658,droite
AMANDA,Mikhael Hers,Nord-Ouest films,75013,2017-08-08,2017-08-08,48.84093156507914,2.363006496554987,gauche
Un homme pressé,,Albertine Productions,75116,2017-07-11,2017-07-12,48.86819002944511,2.292658125816708,couronne
LES CHATOUILLES 2,Andréas Bescond et Eric Métayer,LES FILMS DU KIOSQUE,75019,2017-07-05,2017-07-05,48.8769793193451,2.3986902216252552,droite
Plaire...,Christophe Honoré,LES FILMS PELLEAS Plaire...,75006,2017-08-02,2017-08-03,48.84685937357358,2.332300921678275,gauche
Eiffel i'm in love 2,Rizal Mantovani,IFILMFRANCE,75001,2017-06-09,2017-06-09,48.86171944747444,2.343272603397165,droite
L'extraordinaire voyage du Fakir,Ken Scott,Brio Films,75018,2017-07-20,2017-07-21,48.88576400376757,2.34644755136173,droite
L'extraordinaire voyage du Fakir,Ken Scott,Brio Films,75018,2017-07-17,2017-07-17,48.88538876233613,2.33106294819031,droite
d'après une histoire vraie,,WY Productions,75008,2017-01-26,2017-01-26,48.88051651542833,2.311239089679554,droite
Des Lunettes Noires,Claire Denis,CURIOSA FILMS,75010,2017-02-15,2017-02-15,48.87379415266845,2.364903053842323,droite
"AMI, AMI",VICTOR SAINT MACARY,NORD-OUEST FILMS,75019,2017-01-23,2017-01-23,48.87669398465314,2.392421613521603,droite
MAYA,MIA Hansen-Love,LES FILMS PELLEAS,75018,2018-01-18,2018-01-18,48.88641781806277,2.345519521305686,droite
MAYA,MIA Hansen-Love,LES FILMS PELLEAS,75008,2018-01-18,2018-01-18,48.87077071388492,2.317066910853461,droite
MAIS VOUS ETES FOUS,Audrey DIWAN,RECTANGLE PRODUCTIONS,75018,2018-02-12,2018-02-14,48.89091972764132,2.3321089907806902,droite
Un homme pressé,,Albertine Productions,75015,2017-07-17,2017-07-17,48.84698000789974,2.309966072981552,gauche
The White Crow,Ralph Fiennes,Montebello Productions,75011,2017-08-19,2017-08-19,48.86635144192642,2.364791850060801,droite
L'Envers du Decors,Daniel Auteuil,Curiosa,75006,2017-09-13,2017-09-13,48.85403762938316,2.331381759530934,gauche
L'Envers du Decors,Daniel Auteuil,Curiosa,75018,2017-09-06,2017-09-07,48.88337996813191,2.342473476086469,droite
ENCHANTEES,Saphia Azzedine et François-Régis Jeanne,CAPTURE THE FLAG FILMS,75007,2017-08-08,2017-08-09,48.85864594614333,2.319834807726434,gauche
LES BEAUX ESPRITS,VIANNEY LEBASQUE,MES PRODUCTIONS,75010,2017-08-31,2017-08-31,48.87829261073404,2.369624349686609,droite
MON BEBE,LISA AZUELOS,LOVE IS IN THE AIR,75012,2018-04-10,2018-04-10,48.83955987008968,2.394944945452154,droite
MON INCONNUE,HUGO GÉLIN,ZAZI FILMS,75008,2018-02-14,2018-02-15,48.87770895742678,2.303979242393096,droite
Andy,Julien Weill,My Family,75001,2018-03-21,2018-03-21,48.863834666114194,2.331441119508881,droite
PLAY,Anthony Marciano,Chapter 2,75002,2018-03-22,2018-03-22,48.864601400657136,2.350298080776794,droite
L'Enfant Roi,Antoine DE BARY,ICONOCLAST FILMS,75020,2018-02-26,2018-02-27,48.868215656496346,2.3862233749920563,droite
La première séance,Justine Triet,LES FILMS PELLEAS,75019,2018-06-14,2018-06-15,48.87749364404272,2.3813174170102,droite
PLAY,ANTHONY MARCIANO,CHAPTER 2,75007,2018-04-10,2018-04-10,48.848172258812696,2.312228067160929,gauche
Tendre et saignant,Christopher Thompson,Les Films du Cap,75010,2019-12-17,2019-12-18,48.87083991093181,2.373433546146105,droite
LUZ,Flora LAU,AMA Productions,75002,2018-09-24,2018-09-24,48.86611593136782,2.340150196668546,droite
It Must Be Heaven,Elia Suleiman,Rectangle Productions,75002,2018-08-16,2018-08-16,48.86789628246884,2.337110110730337,droite
"La nuit, je mens...",,ZADIG FILMS,75019,2018-08-14,2018-08-14,48.8934986088418,2.384921078054218,droite
Le Dindon,Jalil Lespert,CINEFRANCE STUDIOS,75008,2018-09-03,2018-09-03,48.8812646523452,2.317330980129994,droite
L'HORIZON,EMILIE CARPENTIER,ELZEVIR FILMS,75008,2019-07-08,2019-07-08,48.87404017187831,2.29959280432304,droite
Patrick,Goncalo Waddington,1015 Productions,75002,2018-10-11,2018-10-12,48.8697814564405,2.352221836961205,droite
Voir le jour,Stanley WOODWARD,LES FILMS DE LA NUIT,75013,2018-10-25,2018-10-25,48.82943967880737,2.360128345098276,gauche
ARTHUR RAMBO,Laurent Cantet,LES FILMS DE PIERRE,75020,2019-09-18,2019-09-20,48.865821542384296,2.406878539970548,droite
Toute Ressemblance,Michel Denisot,LES FILMS DU 24,75002,2018-10-05,2018-10-06,48.871107440293024,2.338040155191614,droite
LA SAINTE FAMILLE,Louis-do Lencquesaing,EVERYBODY ON DECK,75001,2018-10-10,2018-10-10,48.86366608854152,2.337932545318553,droite
Patrick,Goncalo Waddington,1015 Productions,75010,2018-10-11,2018-10-11,48.880380452030565,2.353550354253565,droite
THE HUNTING,LEO ZHANG,SWEET DREAMS FILMS,75002,2019-06-18,2019-06-18,48.86906673459115,2.341784214127598,droite
ANAK GARUDA,FOAZAN RIZAL,WL PRODUCTIONS,75001,2019-08-07,2019-08-07,48.85838861560237,2.3375467712017,droite
ANAK GARUDA,FOAZAN RIZAL,WL PRODUCTIONS,75004,2019-07-31,2019-08-01,48.85831266034659,2.356028325796268,droite
Une histoire d'amour et de désir,Leila Bouzid,Blue Monday Productions,75020,2019-10-16,2019-10-16,48.87224361670935,2.377908461710746,droite
LA FINE FLEUR,PIERRE PINAUD,ESTRELLA PRODUCTIONS,75016,2019-09-02,2019-09-03,48.86743210436401,2.25169452657946,droite
Seize Printemps,Suzanne Lindon,Avenue B Productions,75006,2019-09-28,2019-09-30,48.85114668894448,2.332810045678014,gauche
CHACUN CHEZ SOI !,Michèle Laroque,ALTER FILMS - CHACUN CHEZ SOI !,75011,2019-07-30,2019-08-01,48.86197586315099,2.379806886496061,droite
DEVLET AILE VE BEN,ÖZGÜR YILDIZ,ACORT,75010,2016-01-18,2016-01-18,48.87308400027943,2.352204999531208,droite
Le Dernier Mercenaire,David CHARHON,FORECAST PICTURES,75007,2020-10-10,2020-10-10,48.86268906726689,2.316900806061194,gauche
Les Olympiades,Jacques Audiard,Page 114,75013,2020-10-16,2020-10-16,48.8337412805175,2.365598981550523,gauche
French Exit,Azazel Jacobs,Same Player,75004,2019-12-07,2019-12-07,48.85230975511764,2.365790647782811,droite
AMANT DOUBLE,FRANCOIS OZON,MANDARIN FILMS,75008,2016-11-16,2016-11-16,48.868955000275086,2.324666000030609,droite
SI J'ETAIS UN HOMME,AUDREY DANA,CURIOSA FILMS,75014,2016-02-18,2016-02-18,48.82865099982304,2.327876000500593,gauche
IL A DEJA TES YEUX,LUCIEN JEAN BAPTISTE,NOLITA CINEMA,75016,2016-02-08,2016-02-08,48.862498999740986,2.281589999538102,droite
UNE VIE VIOLENTE,THIERRY DE PERRETI,LES FILMS VELVET,75014,2016-06-16,2016-06-17,48.83964599960409,2.323658000354997,gauche
GC5,GUILLAUME CANET,LES PRODUCTIONS DU TRESOR,75006,2016-02-26,2016-02-26,48.85279799991273,2.336771000278008,gauche
DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,F COMME FILM,75013,2016-04-21,2016-04-23,48.83167099981096,2.347511000573939,gauche
MARIE FRANCINE,VALERIE LEMERCIER,RECTANGLE PRODUCTIONS,75016,2016-06-10,2016-06-10,48.85766199979209,2.2764669999175933,droite
GC5,GUILLAUME CANET,LES PRODUCTIONS DU TRESOR,75011,2016-03-03,2016-03-03,48.85232900010895,2.386265000456443,droite
LES EX,MAURICE BARTHELEMY,RADAR FILMS,75017,2016-08-24,2016-08-25,48.88388299958488,2.321506000114101,droite
LA VIE DE CHATEAU,CEDRIC IDO,SRAB FILMS,75010,2016-08-12,2016-08-12,48.8712760001215,2.354444000617494,droite
IRIS/EX CHAOS,JALIL LESPERT,WY PRODUCTIONS,75004,2016-02-15,2016-02-15,48.85349299987035,2.353530000564561,droite
LES TETES DE L'EMPLOI,FRANCK MAGNIER,RECIFILMS,75019,2016-04-08,2016-04-08,48.88865599967038,2.398584000201268,droite
Des vacances à tout prix,Stevan Lee Mraovitch,Charlotte Russe Films,75006,2020-10-09,2020-10-09,48.84573869622073,2.332233043984624,gauche
Kompromat,Jérôme Salle,Super 8 Production,75020,2020-09-28,2020-09-28,48.85302699569991,2.397158602671016,droite
LUZ,Flora LAU,AMA Productions,75008,2018-09-11,2018-09-12,48.86530707421319,2.310035876677035,droite
Passion Simple,Danielle Arbid,LES FILMS PELLEAS,75005,2019-02-11,2019-02-11,48.84851398242565,2.342137937903105,gauche
LA PREMIERE SEANCE,Justine TRIET,LES FILMS PELLEAS,75011,2019-01-29,2019-01-29,48.8538125317435,2.370691844815299,droite
LA PREMIERE SEANCE,Justine TRIET,LES FILMS PELLEAS,75011,2019-01-29,2019-01-29,48.854251099295126,2.371410230492384,droite
J'ACCUSE,Roman Polanski,LEGENDAIRE,75001,2019-01-29,2019-01-29,48.86284725497436,2.341066868635786,droite
L'AMANT D'UN JOUR,PHILIPPE GARREL,SBS FILMS,75019,2016-07-04,2016-07-04,48.8768469999036,2.3851659997828403,droite
DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,F COMME FILM,75013,2016-04-16,2016-04-16,48.83167099981096,2.347511000573939,gauche
EMBRASSE MOI,CYPRIEN VIAL,NOLITA CINEMA,75012,2016-07-07,2016-07-07,48.82416599973976,2.420550000083614,droite
DANIEL,CYRIL MENNEGUN,UNITE DE PRODUCTION,75009,2016-05-27,2016-05-27,48.87930899991918,2.340957000483903,droite
CARBONE,OLIVIER MARCHAL,LES FILMS MANUEL MUNZ,75016,2016-12-02,2016-12-02,48.8625480003512,2.282220000335338,droite
NUMERO UNE,TONIE MARSHALL,TABO TABO FILMS,75008,2016-11-15,2016-11-15,48.86706500040975,2.321876999360347,droite
LES FEMMES DU SQUARE,JULIEN RAMBALDI,SAS LES FILMS DU KIOSQUE,75009,2020-11-09,2020-11-10,48.88170491356986,2.344540582294898,droite
BEFIKRE,ADITYA CHOPRA,FIRSTEP,75018,2016-02-25,2016-02-25,48.88619899998325,2.342894999902617,droite
A NOS AGES,ROBIN SYKES,2425 FILMS,75011,2020-11-24,2020-11-25,48.85446752383764,2.371657693126118,droite
Mes Très Chers Enfants,Alexandra Leclère,Les Films du 24,75008,2020-11-18,2020-11-18,48.869098552593,2.3007968542701542,droite
Mes Très Chers Enfants,Alexandra Leclère,Les Films du 24,75005,2020-11-20,2020-11-20,48.84883710570783,2.352456598315513,gauche
Le dernier Coup,Christopher Glover,,75002,2021-01-24,2021-01-24,48.87067117300442,2.337655399848819,droite
STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,75013,2021-02-16,2021-02-16,48.83256966696798,2.347148580126712,gauche
STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,75005,2021-02-08,2021-02-08,48.84502162379487,2.353934411743695,gauche
LA DOULEUR,EMMANUEL FINKIEL,LES FILMS DU POISSON,75009,2016-08-31,2016-08-31,48.882023999953695,2.340934000374987,droite
GANGSTERDAM,ROMAIN LEVY,LES PRODUCTIONS DU TRESOR,75007,2016-08-16,2016-08-16,48.861970999634536,2.307389000314027,gauche
LES FILLES DE REIMS,JULIEN HALLARD,LES FILMS VELVET,75020,2016-08-26,2016-08-26,48.8591979997469,2.41164399956211,droite
STARS 80 LA SUITE,THOMAS LANGMANN,LA PETITE REINE,75004,2016-09-19,2016-09-19,48.85536799985887,2.355792999719545,droite
DJANGO MELODIES,ETIENNE COMAR,CURIOSA FILMS,75018,2016-04-22,2016-04-22,48.898988999702695,2.336486000156056,droite
LA NIAQUE,CHAD CHENOUGA,TS PRODUCTIONS,75001,2016-04-25,2016-04-25,48.86283000020151,2.349095999922096,droite
Un déjeuner d'amis,Edouard Baer,Cinefrance Studios,75006,2020-11-28,2020-11-28,48.84398335161248,2.330606838472715,gauche
COMME UNE ACTRICE,SEBASTIEN BAILLY,LA MER A BOIRE,75010,2021-02-19,2021-02-19,48.87322793497647,2.374611068888421,droite
JULIA,Olivier TREINER,WY PRODUCTIONS,75009,2021-02-19,2021-02-19,48.88148627252094,2.343423695605995,droite
STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,75013,2021-02-23,2021-02-23,48.83293439996595,2.3476830386741963,gauche
STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,75013,2021-02-23,2021-02-23,48.83247013571886,2.34671248711902,gauche
LA NIAQUE,CHAD CHENOUGA,TS PRODUCTIONS,75001,2016-04-25,2016-04-25,48.861192999994486,2.348738999884763,droite
UN CONTE INDIEN,HECTOR CABELLO REYES,22H22 PRODUCTION,75006,2016-03-06,2016-03-06,48.85291500025545,2.332526999723017,gauche
L'AMANT D'UN JOUR,PHILIPPE GARREL,SBS FILMS,75019,2016-07-07,2016-07-07,48.88171200037376,2.396519999911366,droite
NOS ANNEES FOLLES,ANDRE TECHINE,ARPROD,75016,2016-09-14,2016-09-14,48.875133000370575,2.286884999968946,droite
Les Promesses,Thomas KRUITHOF,24 25 FILMS,75008,2020-12-08,2020-12-09,48.87857990524999,2.312292407859548,droite
JULIA,Olivier TREINER,WY PRODUCTIONS,75006,2021-03-02,2021-03-06,48.84775509461857,2.323313344916889,gauche
JULIA,Olivier TREINER,WY PRODUCTIONS,75012,2021-03-15,2021-03-16,48.85016089535387,2.383188362066098,droite
Les enfants des autres,Rebecca Zlotowski,Les Films Velvet,75015,2021-03-18,2021-03-18,48.84645821254021,2.306053472688533,gauche
BEFIKRE,ADITYA CHOPRA,FIRSTEP,75008,2016-04-29,2016-04-29,48.87226500028233,2.300937999825805,droite
C'EST TOUT POUR MOI,L. COLBEAU JUSTIN,LGM CINEMA,75019,2016-03-08,2016-03-08,48.87541900034954,2.37737699992279,droite
120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,LES FILMS DE PIERRE,75001,2016-07-02,2016-07-02,48.85943900015998,2.344681000234512,droite
La Goutte d'Or,Clément Cogitore,Kazak Productions,75018,2021-07-23,2021-07-23,48.900532716754064,2.351961123293214,droite
Une jeune fille qui va bien,Sandrine Kiberlain,CURIOSA FILMS,75007,2020-08-20,2020-08-21,48.85681058346864,2.330351283843282,gauche
Une jeune fille qui va bien,Sandrine Kiberlain,CURIOSA FILMS,75010,2020-08-19,2020-08-19,48.87119033263544,2.362906794112498,droite
Rumba la Vie,Franck Dubosc,Gaumont C/o Gaumont Production,75005,2020-09-18,2020-09-19,48.84641354488329,2.3422178284485997,gauche
TOUT S'EST BIEN PASSE,Francois OZON,MANDARIN PRODUCTION,75116,2020-08-28,2020-08-29,48.86249482497061,2.281600341666827,couronne
TOUT S'EST BIEN PASSE,Francois OZON,MANDARIN PRODUCTION,75003,2020-08-27,2020-08-28,48.86408450436691,2.362635150794272,droite
Suprêmes,Audrey Estrougo,Nord Ouest Films,75116,2020-08-28,2020-08-29,48.85982977707233,2.285643173016389,couronne
L'échange,Dan Mazer,moderato,75010,2019-11-20,2019-11-20,48.876973056005696,2.365845873836808,droite
SOL,Jezabel MARQUES NAKACHE,ILIADE ET FILMS,75018,2018-11-05,2018-11-05,48.88629981161085,2.345141825054777,droite
La Daronne,Jean Paul SALOME,Les Films du Lendemain,75019,2018-11-05,2018-11-06,48.8788775876596,2.3925567059876363,droite
LES FANTOMES D'ISMAEL,ARNAUD DESPLESCHIN,WHY NOT PRODUCTIONS,75006,2016-10-10,2016-10-10,48.84245000042164,2.336040000269736,gauche
FLORA63,STEPHANE ROBELIN,ICI ET LA PRODUCTIONS,75018,2016-05-13,2016-05-13,48.88368699999031,2.339511999499376,droite
JEUNE FEMME,LEONOR SERRAILLE,BLUE MONDAY PRODUCTIONS,75019,2016-03-04,2016-03-04,48.88889199967494,2.372781999345327,droite
LUMIERE AMOUREUSE,FRANCHIN DOM,KOI FILMS,75007,2016-06-14,2016-06-14,48.8625490002614,2.301185999721869,gauche
L'AMOUR QU'IL NOUS FAUT,NATHALIE MARCHAK,LES FILMS D'ICI,75015,2016-03-30,2016-03-31,48.85578700018034,2.292741999798561,gauche
LA VIE DE CHATEAU,CEDRIC IDO,SRAB FILMS,75010,2016-08-04,2016-08-04,48.87116200014352,2.358242000602257,droite
LES AMOURS D ANAIS,CHARLINE BOURGEOIS TACQUET,LES FILMS PELLEAS,75005,2020-09-14,2020-09-15,48.84840155343649,2.342584584503448,gauche
Entre les Vagues,Anais Volpé,Unité,75019,2020-09-29,2020-09-30,48.876524856625714,2.386670588027128,droite
UN VOYAGE EN HIVER,Claus DREXLER,MANEKI FILMS,75018,2019-03-21,2019-03-21,48.88670624516592,2.350736801854389,droite
Le Lion,Ludovic COLBEAU JUSTIN,MONKEY PACK FILMS,75004,2019-04-03,2019-04-03,48.84701096780806,2.364742955535088,droite
BEFIKRE,ADITYA CHOPRA,FIRSTEP,75018,2016-02-25,2016-02-25,48.88657600044024,2.340543000001585,droite
L'EMBARRAS DU CHOIX,ERIC DELAVAINE,SOMBRERO PRODUCTIONS,75004,2016-08-09,2016-08-09,48.85221599959407,2.352057000541867,droite
MARIE FRANCINE,VALERIE LEMERCIER,RECTANGLE PRODUCTIONS,75013,2016-04-21,2016-04-21,48.82126399966846,2.360936000650556,gauche
LOLA PATER,NADIR MOKNECHE,BLUE MONDAY PRODUCTIONS,75009,2016-04-25,2016-04-27,48.872028000294726,2.334905000199916,droite
